From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Term Node Num (From),Term Node Name (From),Term Node Num (To),Term Node Name (To),In Service,Metered,Winding 1 Side,Controlled Bus,Controlled Bus Side,Controlled Node Number,Controlled Bus Section,Tap Positions,Control Mode,Auto Adjust,Winding I/O Code,Impedance I/O Code,Admittance I/O Code,Specified R (pu or watts),Specified X (pu),RATE1 (MVA),RATE2 (MVA),RATE3 (MVA),Magnetizing G (pu or watts),Magnetizing B (pu),Owner 1,Fraction 1,Owner 2,Fraction 2,Owner 3,Fraction 3,Owner 4,Fraction 4,Winding  MVA Base,Wnd 1 Ratio  (pu or kV),Wnd 1 Nominal kV,Wnd 1 Angle (degrees),Wnd 2 Ratio  (pu or kV),Wnd 2 Nominal kV,"Rmax (pu, kV, deg)","Rmin (pu, kV, deg)","Vmax (pu, Mvar, MW)","Vmin (pu, Mvar, MW)",Wnd Connect Angle (deg),Load Drop Comp R (pu),Load Drop Comp X (pu),Impedance table,R (table corrected pu or watts),X (table corrected pu),Vector Group,Edit Vector Group,Connection Code,Edit Connection Code,Leakage impedance I/O code,Grounding impedance I/O code,RG1,XG1,R01 (pu),X01 (pu),RG2,XG2,R02 (pu),X02 (pu),RNutrl,XNutrl,RATE4 (MVA),RATE5 (MVA),RATE6 (MVA),RATE7 (MVA),RATE8 (MVA),RATE9 (MVA),RATE10 (MVA),RATE11 (MVA),RATE12 (MVA),Zbase,R (ohm),X (ohm)
11535,DEUC3-      33.000,11585,DEUC8W      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.04,0.4,16,16,16,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.04,0.4,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.04,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.4356,4.356
11536,TANG3-      33.000,11586,TANG8W      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.04,0.4,20,20,20,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.04,0.4,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.04,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.4356,4.356
11537,BTUI3K      33.000,11587,BTUI8K      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.01,0.1,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.01,0.1,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.1089,1.089
11539,BTUI3L      33.000,11589,BTUI8L      0.6900,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.005,0.1,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,33,0,1,0.69,1.15,0.85,1.03,0.98,0,0,0,0,0.005,0.1,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.0047,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0.085305,1.7061
11620,MOWO2-      220.00,11640,MOWO4-      400.00,1,,,,,,1,0,0,11620,0,0,11620,33,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00017,0.012371,940,940,940,0,0,1,1,0,1,0,1,0,1,940,1,400,0,1,220,1.15,0.85,1.03,0.98,0,0,0,0,0.00017,0.01237,YNyn0,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.00016,0.01163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4893617,0.008238298,0.598821277
11620,MOWO2-      220.00,11660,MOWO6-      66.000,1,,,,,,1,1,1,11660,0,0,11660,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.000102,0.013522,880,880,880,0,0,1,1,0,1,0,1,0,1,880,1,220,30,1,66,1.15,0.85,1.03,0.98,0,0,0,0,0.0001,0.01352,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.0001,0.01271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.0055,0.69905
11660,MOWO6-      66.000,11680,MOWO8-      0.6900,1,,,,,,1,1,1,11680,0,0,11680,18,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.000341,0.006818,880,880,880,0,0,1,1,0,1,0,1,0,1,880,1,66,0,1,0.69,1.1,0.8,1.03,0.98,0,0,0,0,0.00034,0.00682,Dd0,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.00032,0.00641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0.001584,0.0317295
11730,CASH3-      33.000,11750,CASH5-      11.000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0,0.8,12.5,12.5,12.5,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0,0.8,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0,8.712
11811,CASS1Q      132.00,11830,CASS3-      33.000,1,,,,,,1,1,1,11830,0,0,11830,15,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.01518,0.39871,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1.0143,0,30,1,0,1.1,0.9,1.03,0.98,0,0,0,0,0.01518,0.39871,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.01427,0.37479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,2.4864048,65.3034096
11911,CEAN1Q      132.00,11950,CEAN5-      11.000,1,,,,,,1,1,1,11950,0,0,11950,11,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.01182,0.36714,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1.015,0,30,1,0,1.09,0.94,1.03,0.98,0,0,0,0,0.01182,0.36714,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.01054,0.3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.8364896,57.0636
11930,CEAN3-      33.000,11950,CEAN5-      11.000,1,,,,,,1,1,1,0,0,0,,47,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.128,1.383,6,6,6,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.0429,0.8141,1.025,0.98,0,0,0,0,0.128,1.383,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.128,1.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,1.39392,15.06087
12010,CHAR1-      132.00,12030,CHAR3-      33.000,1,,,,,,1,1,1,12030,0,0,12030,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00407,0.26975,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00407,0.26975,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),9.96,0,0.00373,0.24729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.6499152,43.0878096
12012,CHAR1R      132.00,12030,CHAR3-      33.000,2,,,,,,1,1,1,12030,0,0,12030,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00407,0.26975,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00407,0.26975,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),9.51,0,0.00373,0.24729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.6499152,43.0878096
12031,WEGU3-      33.000,12050,WEGU5J      11.000,1,,,,,,1,1,1,0,0,0,,18,Voltage,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.024,0.2,30,30,30,0,0,1,1,0,1,0,1,0,1,100,0.9941,0,0,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.024,0.2,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.02256,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.2456784,2.04732
12031,WEGU3-      33.000,12051,WEGU5K      11.000,1,,,,,,1,1,1,0,0,0,,18,Voltage,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.024,0.2,30,30,30,0,0,1,1,0,1,0,1,0,1,100,0.9941,0,0,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.024,0.2,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.02256,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.2456784,2.04732
12111,CLAC1Q      132.00,12151,CLAC5J      11.000,1,,,,,,1,1,1,12151,0,0,12151,16,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0075,0.25,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.15,0.9,1.03,0.98,0,0,0,0,0.0075,0.25,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0075,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.3068,43.56
12112,ARDK1-      132.00,12132,ARDK3K      33.000,1,,,,,,1,1,1,12132,0,0,12132,15,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00807,0.24876,45,45,45,0,0,1,1,0,1,0,1,0,1,100,1.0071,0,30,1,0,1.15,0.9,1.03,0.98,0,0,0,0,0.00807,0.24876,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00776,0.23943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.3521024,41.7182832
12130,CLAC3-      33.000,12151,CLAC5J      11.000,2,,,,,,1,1,1,12130,1,0,12130,17,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0596,1,15,15,15,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.0429,0.8141,1.03,0.98,0,0,0,0,0.0596,1,YNy0,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.056,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.60984,10.2366
12136,ARDK3-      33.000,12186,ARDK8-      0.7000,1,,,,,,1,1,1,0,0,0,,18,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.02,0.2,20,20,20,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.02,0.2,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.2178,2.178
12211,CLAY1Q      132.00,12230,CLAY3-      33.000,1,,,,,,1,1,1,12230,0,0,12230,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0087,0.2492,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0087,0.2492,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),4.98,0,0.0068,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.184832,42.16608
12212,CLAY1R      132.00,12230,CLAY3-      33.000,3,,,,,,1,1,1,12230,0,0,12230,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0087,0.2492,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0087,0.2492,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),4.98,0,0.0069,0.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.202256,42.131232
12311,CLUN1Q      132.00,12351,CLUN5J      11.000,1,,,,,,1,1,1,12351,0,0,12351,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0071,0.1953,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0071,0.1953,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0071,0.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.237104,34.029072
12312,CLUN1R      132.00,12352,CLUN5K      11.000,2,,,,,,1,1,1,12352,0,0,12352,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0071,0.1955,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0071,0.1955,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0071,0.1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.237104,34.06392
12411,COUA1Q      132.00,12430,COUA3-      33.000,1,GT1_12,,,,,1,1,1,12430,0,0,12430,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.002143,0.250741,120,120,120,0.00018,-0.00007,1,1,0,1,0,1,0,1,100,1,132,30,1,33,1.1,0.8,1.03,0.98,0,0,0,0,0.00214,0.25074,YNd11,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00202,0.23648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.3519648,41.2042752
12412,COUA1R      132.00,12430,COUA3-      33.000,2,GT2_12,,,,,1,1,1,12430,0,0,12430,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.002151,0.251241,120,120,120,0.00018,-0.00009,1,1,0,1,0,1,0,1,100,1,132,30,1,33,1.1,0.8,1.03,0.98,0,0,0,0,0.00215,0.25124,YNd11,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00202,0.23648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.3519648,41.2042752
12437,COUB3-      33.000,12457,COUB5-      11.000,1,,,,,,1,1,1,0,0,0,,19,Voltage,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.012,0.1,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.012,0.1,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.0113,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.123057,1.02366
12438,DRUW3A      33.000,12488,DRUW8A      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.02,0.2,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.02,0.2,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.2178,2.178
12439,DRUW3B      33.000,12489,DRUW8B      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.02,0.2,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.02,0.2,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.2178,2.178
12510,CRAI1-      132.00,12530,CRAI3-      33.000,1,,,,,,1,1,1,12530,0,0,12530,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0178,0.299,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0178,0.299,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),9.99,0,0.0178,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.101472,52.09776
12511,CRAI1Q      132.00,12530,CRAI3-      33.000,2,,,,,,1,1,1,12530,0,0,12530,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0175,0.3027,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0175,0.3027,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),9.99,0,0.0175,0.3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.0492,52.742448
12711,CULL1Q      132.00,12750,CULL5-      11.000,1,,,,,,1,1,1,12750,0,0,12750,15,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0146,0.376,25,25,25,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.9,1.03,0.98,0,0,0,0,0.0146,0.376,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0146,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,2.543904,65.51424
12911,DEAN1Q      132.00,12950,DEAN5-      11.000,1,,,,,,1,1,1,12950,0,0,12950,15,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0101,0.251,40,40,40,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.9,1.03,0.98,0,0,0,0,0.0101,0.251,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0179,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.118896,43.73424
13110,DOUN1-      132.00,13130,DOUN3-      33.000,4,,,,,,1,1,1,13130,0,0,13130,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.004676,0.261,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00468,0.261,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.0044,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.766656,42.6888
13110,DOUN1-      132.00,13130,DOUN3-      33.000,5,,,,,,1,1,1,13130,0,0,13130,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00434,0.2595,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00434,0.2595,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00408,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.7108992,42.51456
13117,LIMK1-      132.00,13135,LIMK3-      33.000,1,,,,,,1,1,1,13135,0,0,13135,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0025,0.125,120,120,120,0,0,1,1,0,1,0,1,0,1,120,1,132,30,1,33,1.15,0.85,1.03,0.95,0,0,0,0,0.0025,0.125,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00235,0.1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.2,0.34122,17.061
13135,LIMK3-      33.000,13186,LIMK8-      0.6900,1,,,,,,1,1,1,0,0,0,,18,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00263,0.05263,114,114,114,0,0,1,1,0,1,0,1,0,1,114,1,33,0,1,0.69,1.1,0.9,1.03,0.98,0,0,0,0,0.00263,0.05263,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.00247,0.04947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.552631579,0.023595,0.472568684
13136,BAIW3-      33.000,13184,BAIW80      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.01,0.1,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.01,0.1,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.1089,1.089
13211,DUBE1Q      132.00,13230,DUBE3-      33.000,2,,,,,,1,1,1,13230,0,0,13230,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0152,0.394,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0152,0.394,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),19.28,0,0.0152,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,2.648448,68.65056
13236,BOUL3-      33.000,13286,BOUL8-      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.02,0.4,15,15,15,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.02,0.4,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.0188,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.204732,4.09464
13311,DUDH1Q      132.00,13330,DUDH3-      33.000,1,,,,,,1,1,1,13330,0,0,13330,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0078,0.2493,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0078,0.2493,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),5.37,0,0.0079,0.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.376496,43.438032
13312,DUDH1R      132.00,13330,DUDH3-      33.000,3,,,,,,1,1,1,13330,0,0,13330,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0078,0.2393,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0078,0.2393,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),5.07,0,0.0079,0.2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.376496,41.695632
13511,DYCE1Q      132.00,13530,DYCE3-      33.000,2,GT2_13,,,,,1,1,1,13530,0,0,13530,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.004015,0.24819,90,90,90,0.00026,-0.00019,1,1,0,1,0,1,0,1,90,1,132,30,1,33,1.1,0.8,1.03,0.98,0,0,0,0,0.00402,0.24819,YNd11,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00379,0.23422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0.733744,45.344992
13512,DYCE1R      132.00,13530,DYCE3-      33.000,1,GT1_13,,,,,1,1,1,13530,0,0,13530,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.003974,0.247301,90,90,90,0.00026,0,1,1,0,1,0,1,0,1,90,1,132,30,1,33,1.1,0.8,1.03,0.98,0,0,0,0,0.00397,0.2473,YNd11,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00376,0.23392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0.727936,45.286912
13533,STOM3-      33.000,13583,STOM8G      11.000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.034,0.884,24,24,24,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.034,0.884,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0.034,0.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.37026,9.62676
13611,ELGI1Q      132.00,13630,ELGI3-      33.000,1,,,,,,1,1,1,13630,0,0,13630,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0063,0.2798,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0063,0.2798,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),8.25,0,0.0062,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.080288,48.752352
13612,ELGI1R      132.00,13630,ELGI3-      33.000,2,,,,,,1,1,1,13630,0,0,13630,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0063,0.2778,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0063,0.2778,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),8.25,0,0.0063,0.2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.097712,48.403872
13711,ERRO1J      132.00,13714,ERRO1A      132.00,1,,,,,,1,1,1,13711,1,0,13711,17,MW symmetrical PAR,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0004,0.01942,240,240,240,0,0,1,1,0,1,0,1,0,1,100,1,0,-14,1,0,10,-20,-50,-60,0,0,0,0,0.0004,0.01942,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.01,0.01675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.7424,2.91852
13711,ERRO1J      132.00,13716,ERRO1T      132.00,1,,,,,,1,1,0,13711,0,0,13711,17,MW symmetrical PAR,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00068,0.0373,150,150,150,0,0,1,1,0,1,0,1,0,1,100,1,0,-4,1,0,15,-27,-60,-70,0,0,0,0,0.00068,0.0373,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.0008,0.0373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.139392,6.499152
13711,ERRO1J      132.00,13730,ERRO3-      33.000,1,,,,,,1,1,1,13730,0,0,13730,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.005,0.25,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1,132,30,1,33,1.1,0.8,1.03,0.98,0,0,0,0,0.005,0.25,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.0047,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0.90992,45.496
